,source_text,target_text
16336,paraphrase: Tu és obrigada a fazer isso?,Vós sois obrigados a fazer isso?
16337,paraphrase: Eu conheço a verdade.,Sei a verdade.
16338,paraphrase: Eu sei a verdade.,Sei a verdade.
16339,paraphrase: Ele é velho o bastante para beber.,Ele tem idade suficiente para beber.
16340,paraphrase: O que vocês escrevem?,O que você escreve?
16341,paraphrase: O que vocês estão escrevendo?,O que você está escrevendo?
16342,paraphrase: Este é o meu livro.,Esse livro pertence a mim.
16343,paraphrase: Este livro é meu.,Esse livro pertence a mim.
16344,paraphrase: Aqueles livros são meus.,Esses livros me pertencem.
16345,paraphrase: São meus livros.,Esses são meus livros.
16346,paraphrase: Estes são os meus livros.,Esse é meu livro.
16347,paraphrase: Este livro é o meu.,Esses livros são os meus.
16348,paraphrase: Eu falo interlíngua.,Eu sei falar em Interlíngua.
16349,paraphrase: Você tem lindos peitos.,Você tem belos peitos.
16350,paraphrase: Tom não desistiu.,Tom não foi longe.
16351,paraphrase: Tom não abandonou as esperanças.,Tom não foi longe.
16352,paraphrase: O Tom não se rendeu.,Tom não foi embora.
16353,paraphrase: Você acredita em reencarnação?,Vocês acreditam em reencarnação?
16354,paraphrase: Eu serei o melhor.,Serei o melhor.
16355,"paraphrase: O que puder dar errado, dará errado.",Tudo o que puder dar errado dará.
16356,paraphrase: Pegue um táxi para o hotel.,Pegue um táxi até o hotel.
16357,paraphrase: Meu pai é muito rígido comigo.,Meu pai é muito estrito comigo.
16358,paraphrase: Tenho orgulho de trabalhar com você.,Estou orgulhoso de trabalhar com todos vocês.
16359,paraphrase: Como vai a sua família?,Como vai a tua família?
16360,paraphrase: Como estão seus pais?,Como está a família?
16361,paraphrase: Como vai sua família?,Como está indo a sua família?
16362,paraphrase: Sua família está bem?,Como vai a família?
16363,paraphrase: Em 1853 surgiram os primeiros blue jeans.,Em 1853 apareceu o primeiro jeans.
16364,paraphrase: O inglês é falado ao redor do mundo.,O inglês é falado por todo o mundo.
16365,paraphrase: Temos muita neve no inverno.,"No inverno, há muita neve."
16366,paraphrase: A comida deste hotel é excelente.,A comida desse hotel é excelente.
16367,paraphrase: Você já viu o filme Avatar?,Você conhece o filme Avatar?
16368,paraphrase: Você conhece alguém de Boston?,Você conhece alguém em Boston?
16369,"paraphrase: Me deixe passar, por favor.",Faça o favor de me deixar passar!
16370,"paraphrase: Por favor, deixe-me passar.",Faça o favor de me deixar passar!
16371,paraphrase: Vocês não gostarão deste jogo.,O senhor não gostará desse jogo.
16372,paraphrase: Vocês não gostarão desse jogo.,O senhor não gostará deste jogo.
16373,paraphrase: Ela compra apenas roupas usadas.,Ela só compra roupas usadas.
16374,paraphrase: Você gostará deste jogo.,Você gostará desse jogo.
16375,paraphrase: Fique aqui comigo.,Fiquem aqui comigo.
16376,paraphrase: Estou estudando a gramática do francês.,Estou estudando a gramática francesa.
16377,paraphrase: Eles pegaram o Tom.,Tom foi preso.
16378,paraphrase: Tom acabou de ser preso.,Tom foi pego.
16379,paraphrase: Obrigado pela resposta rápida.,Obrigado por tua pronta resposta.
16380,paraphrase: Obrigado por sua pronta resposta.,Obrigado por tua pronta resposta.
16381,paraphrase: Nós já conversamos sobre isso antes.,A gente já conversou sobre isso antes.
16382,paraphrase: Pedi a ela que tirasse quatro cópias da carta.,Pedi-lhe que fizesse quatro cópias da carta.
16383,"paraphrase: Vocês não sabem dançar, sabem?","O senhor não sabe dançar, sabe?"
16384,paraphrase: Você não sabia disso?,Não estavam cientes?
16385,paraphrase: Você não sabe?,Não estavam inteirados?
16386,paraphrase: Você não conhece?,Você não sabia?
16387,paraphrase: Nada é sagrado.,Não há nada sagrado.
16388,paraphrase: Não tem nada sagrado.,Não há nada sagrado.
16389,paraphrase: O Tom está atrasado.,Tom vai se atrasar.
16390,paraphrase: Tom chegou tarde.,Tom estava atrasado.
16391,"paraphrase: Faça o que quiser, pouco me importa.","Faça o que quiser, estou pouco me fodendo."
16392,paraphrase: Eu falo sobre leão.,Estou falando sobre um leão.
16393,paraphrase: Estou falando de leão.,Estou falando de um leão.
16394,paraphrase: Faça seu dever de casa.,Faça seus deveres.
16395,paraphrase: Eles podem partir amanhã.,Eles podem ir embora amanhã.
16396,paraphrase: Deveríamos estudar.,Nós deveríamos estudar.
16397,paraphrase: Tudo ardeu até restarem só cinzas.,O fogo reduziu tudo a cinzas.
16398,paraphrase: Eu quisera não ter acreditado em Tom.,Quem me dera não ter acreditado em Tom!
16399,paraphrase: Não quero gastar mais de $10.,Eu não quero gastar mais que 10 dólares.
16400,paraphrase: Não quero gastar mais do que 10 dólares.,Eu não quero gastar mais que 10 dólares.
16401,paraphrase: A garota vestida de branco é sua noiva.,A menina vestida de branco é a sua noiva.
16402,paraphrase: Eu estou sendo chantageado.,Estou sendo chantageado.
16403,paraphrase: Eu comi muito ontem.,Ontem eu comi muito.
16404,paraphrase: Ontem eu comi demais.,Ontem eu comi muito.
16405,paraphrase: Você quer o emprego?,Você aceita o cargo?
16406,paraphrase: Pai parou de beber.,O meu pai deixou de beber.
16407,paraphrase: O meu pai parou de beber.,O meu pai deixou de beber.
16408,paraphrase: Isso importa para nós.,Nós nos importamos.
16409,paraphrase: Tom está brincando lá fora.,Tom está brincando no quintal.
16410,paraphrase: Tom está com raiva de mim.,Tom está bravo comigo.
16411,paraphrase: Tom me deixa louca.,O Tom está me fazendo pirar.
16412,paraphrase: O Tom está me enlouquecendo.,O Tom está me deixando louco.
16413,paraphrase: Eles nunca apareceram.,Elas nunca apareceram.
16414,paraphrase: Como posso esquecer?,Como eu pude esquecer?
16415,paraphrase: Você ainda o tem?,Ele ainda está contigo?
16416,paraphrase: Tu ainda o tens?,Ele ainda está com você?
16417,paraphrase: Eu sou da Alemanha.,Sou da Alemanha.
16418,paraphrase: O Tom não foi honesto.,Tom era dissimulado.
16419,paraphrase: Você quer mais gelo?,Queres mais gelo?
16420,paraphrase: Vocês querem mais gelo?,Queres mais gelo?
16421,paraphrase: Eles sabem que estamos aqui.,Eles sabem onde estamos.
16422,paraphrase: O Tom parece estar em forma.,Tom parece ser saudável.
16423,paraphrase: O Tom parece estar saudável.,Tom parece ser saudável.
16424,paraphrase: Você estava bêbado noite passada?,Você estava bêbada noite passada?
16425,"paraphrase: Ei, sou eu.",Ei! Isso é meu!
16426,paraphrase: Tire sua máscara.,Tire a máscara.
16427,paraphrase: Ele não pode comprar um carro.,Ele não tem condições de comprar um carro.
16428,paraphrase: Ele não consegue comprar um carro.,Ele é incapaz de comprar um carro.
16429,paraphrase: Ele deu um fim na vida dele pulando de uma ponte.,Ele se suicidou pulando de uma ponte.
16430,paraphrase: Você perdeu peso?,Você está mais magro?
16431,paraphrase: Você emagreceu?,Você está mais magra?
16432,paraphrase: Ele virou marinheiro.,Ele se tornou marinheiro.
16433,paraphrase: Acho que o Tom deveria comer mais.,"Tom, eu acho que você deveria comer mais."
16434,paraphrase: Suponho que esta noite você estará muito ocupado.,Imagino que esta noite você vai estar muito ocupado.
16435,paraphrase: Tom saiu de casa.,Tom saiu da casa.
16436,paraphrase: Quanto custa por dia?,Quanto é a diária?
16437,paraphrase: Quanto custa a diária?,Quanto é a diária?
16438,paraphrase: Quanto custa isso ao dia?,Quanto custa um pernoite?
16439,paraphrase: Desculpe-me por ligar tão tarde. Eu só queria ouvir sua voz.,Perdão por estar ligando tão tarde. Eu só queria ouvir tua voz.
16440,paraphrase: Este produto é fabricado na Itália.,Este produto é feito na Itália.
16441,paraphrase: Esse é Carl.,Aquele é o Carl.
16442,paraphrase: Tom pegou algo que não lhe pertencia.,Tom pegou algo que não pertencia a ele.
16443,paraphrase: A interlíngua é um moderno instrumento para a comunicação internacional.,A interlíngua é um instrumento moderno de comunicação internacional.
16444,paraphrase: A interlíngua é uma ferramenta moderna para a comunicação internacional.,A interlíngua é um instrumento moderno de comunicação internacional.
16445,paraphrase: Meu pai não está dormindo.,O pai já não dorme.
16446,paraphrase: Meu pai me comprou uma bicicleta nova.,Papai comprou para mim uma nova bicicleta.
16447,paraphrase: Fui ontem à praia.,Eu fui à praia ontem.
16448,paraphrase: Eu fui para a praia ontem.,Ontem eu fui para a praia.
16449,paraphrase: John é tão velho quanto eu.,John tem a minha idade.
16450,paraphrase: Eu não tenho apelido.,Não tenho apelido.
16451,paraphrase: Posso me sentar do seu lado?,Posso me sentar com você?
16452,paraphrase: Você se incomoda se eu me sento do seu lado?,Posso me sentar com você?
16453,paraphrase: Posso me sentar ao seu lado?,Posso sentar-me junto a ti?
16454,paraphrase: Posso me sentar ao teu lado?,Posso me sentar perto de você?
16455,paraphrase: Eu irei perguntar a ele isso amanhã.,Vou perguntar a ele amanhã.
16456,paraphrase: O que você pode me dar?,O que vocês podem me dar?
16457,paraphrase: Não lhe foi possível calar.,Ele não tinha o direito de permanecer calado.
16458,paraphrase: Ele não foi capaz de se calar.,Ele não tinha o direito de permanecer calado.
16459,paraphrase: Ela está orgulhosa de sua filha.,Ela tem orgulho da filha.
16460,paraphrase: Que vejo eu?,O que eu vejo?
16461,paraphrase: O que estou vendo?,O que eu vejo?
16462,paraphrase: Não aponte a sua arma para mim.,Não me apontes a arma.
16463,paraphrase: Tom não choraria.,Tom não iria chorar.
16464,paraphrase: Católicos são contra o controle de natalidade.,Os católicos são contra o controle da natalidade.
16465,paraphrase: Nós precisamos comprar ração para cachorro.,Nós precisamos comprar ração.
16466,paraphrase: Olha o tamanho desse negócio!,Olha o tamanho dessa coisa!
16467,paraphrase: Recebeste as minhas mensagens?,Você recebeu minhas mensagens?
16468,paraphrase: Explica muito.,Isso explica muitas coisas.
16469,paraphrase: Isso explica muito.,Isso explica muitas coisas.
16470,paraphrase: O Tom não quer comer.,Tom não comeria.
16471,paraphrase: O Tom não vai comer.,Tom está cheio.
16472,paraphrase: Tom não está com fome.,Tom não estava com fome.
16473,paraphrase: os Inca eram pessoas religiosas.,Os Incas eram um povo religioso.
16474,paraphrase: Você esteve ocupado por quanto tempo?,Há quanto tempo você está ocupado?
16475,paraphrase: Por quanto tempo você esteve ocupado?,Por quanto tempo vocês estiveram ocupados?
16476,paraphrase: É contra minha religião.,Vai de encontro a minha religião.
16477,paraphrase: Eu sabia que isso ia acontecer.,Eu sabia que isto iria acontecer.
16478,paraphrase: Eu sabia que isso aconteceria.,Eu sabia que isto iria acontecer.
16479,"paraphrase: Na minha casa, há mesmo um fantasma.",Há realmente um fantasma na minha casa.
16480,paraphrase: Tom é muito bom.,Tom está muito bem!
16481,"paraphrase: Se não entender, pergunte.","Se não compreenderes algo, pergunta."
16482,"paraphrase: Se você não entender, pergunte!","Se não compreenderes algo, pergunta."
16483,"paraphrase: Quando eu fui a ele, ele dormia; mas eu o acordei.","Quando cheguei à casa dele, ele estava dormindo, mas eu o despertei."
16484,"paraphrase: Quero te mostrar algo, Tom.","Eu quero mostrar algo a você, Tom."
16485,paraphrase: A festa foi um sucesso.,A festa obteve sucesso.
16486,paraphrase: A festa foi um grande sucesso.,A festa obteve sucesso.
16487,"paraphrase: Você ainda está zangado, não está?","Vocês ainda estão zangados, não estão?"
16488,paraphrase: Ele está cozinhando.,Ela está cozinhando.
16489,paraphrase: Ele cozinha.,Ela cozinha.
16490,paraphrase: Não te vejo faz muito tempo.,Não te vejo há muito tempo.
16491,paraphrase: Quer um livro para ler.,Ele quer ler um livro.
16492,paraphrase: Dê-me um martelo.,Me dá um martelo.
16493,paraphrase: Tom planeja viver em Boston durante mais de um ano.,Tom pretende morar em Boston por mais de um ano.
16494,paraphrase: Você deve encontrar sapatos de boa qualidade aqui.,Talvez você encontre bons sapatos aqui.
16495,paraphrase: Escove os dentes após as refeições.,Escove os dentes depois de comer.
16496,paraphrase: Escove os dentes depois das refeições.,Escove os dentes depois de comer.
16497,paraphrase: Escove os dentes após toda refeição.,Escovem os dentes após cada refeição.
16498,paraphrase: Escove os dentes após comer.,Escovem os dentes depois de cada refeição.
16499,"paraphrase: Tenho que pescar a solha coberta de escamas, sem me servir de nassa ou rede, nem de qualquer outro utensílio.","Tenho de pescar o lúcio escamoso, sem usar nassa ou rede, nem qualquer outro utensílio."
16500,paraphrase: Eu o acordo às 6 horas toda manhã.,Eu o acordo todos os dias às seis da manhã.
16501,paraphrase: Sou eu que estou batendo.,Sou eu quem está batendo.
16502,paraphrase: Você está feliz com o resultado.,Estão felizes com o resultado.
16503,paraphrase: Elas pareciam bem felizes.,Eles parecem muito felizes.
16504,paraphrase: Elas pareciam muito felizes.,Eles parecem muito felizes.
16505,paraphrase: Todos admiram-na.,Todos admiram-no.
16506,paraphrase: Eu alugarei um carro.,Alugarei um carro.
16507,paraphrase: Informe-me os detalhes.,Conte-me os detalhes.
16508,paraphrase: Dê-me os detalhes.,Nos dê os detalhes.
16509,"paraphrase: O francês é falado em partes da Itália, assim como na França.",O francês é falado na França e em algumas áreas da Itália.
16510,paraphrase: Seguimos pela estrada estreita.,Fomos pelo caminho estreito.
16511,paraphrase: Fomos pela rua estreita.,Fomos pelo caminho estreito.
16512,paraphrase: Será que você é realmente feliz?,Será que vocês são mesmo felizes?
16513,paraphrase: Pergunto-me se você realmente é feliz.,Será que você é mesmo feliz?
16514,paraphrase: Eu me pergunto se você é mesmo feliz.,Eu me pergunto se vocês são mesmo felizes.
16515,paraphrase: Eu amo café.,Eu gosto muito de café.
16516,paraphrase: Eu adoro café.,Eu gosto de café.
16517,paraphrase: Não aprenda.,Não estude.
16518,paraphrase: Eu não estava bebendo.,Eu não tenho bebido.
16519,paraphrase: Eu não estive bebendo.,Eu não tenho bebido.
16520,paraphrase: Nós vamos pagar a diferença.,Pagaremos a diferença.
16521,paraphrase: Tom não é de forma alguma confiável.,O Tom não merece a mínima confiança.
16522,paraphrase: Eu quero comer bife.,Eu quero comer um bife.
16523,"paraphrase: Eu queria um hambúrguer, mas me contive.","Eu queria comer um hambúrguer, mas me segurei."
16524,paraphrase: Era hora de partir.,Era o momento de ir embora.
